icao,lat1,lon1,lat2,lon2,width,sign
DIKO,09.38553300,-005.56607800,09.38883300,-005.54725000,29.87,09
ZWKL,41.69086126,086.10387756,41.70930703,086.12659509,79.86,04
53XS,26.15101680,-097.59436392,26.14580096,-097.58894554,18.29,13
NA07,48.88703289,-100.70057216,48.88577543,-100.68972674,15.24,09
NFNO,-17.34444967,179.41855153,-17.34717824,179.42555623,22.86,11
WZ48,-04.47729673,139.64866252,-04.48085727,139.65010548,20.12,16
EKKO,55.33869121,011.23671725,55.33565535,011.24634320,14.02,12
16NE,40.56647636,-096.49208336,40.55280600,-096.49191600,21.03,18
LGKO,36.80363900,027.08363900,36.78516700,027.09788900,45.11,14
KOSX,33.09533100,-089.54755000,33.08520800,-089.53648600,22.86,14
LZKZ,48.64944700,021.23640600,48.67661400,021.24590300,45.11,01
17OH,41.23859641,-082.26960738,41.24650747,-082.27071318,18.29,36
7MN2,44.78431921,-093.48032405,44.78394023,-093.47013541,30.48,09
WZ49,-04.14239284,139.52104044,-04.13906716,139.52296556,24.08,03
PTSA,05.35246700,162.95187800,05.36137800,162.96492800,46.02,05
UAUU,53.21666700,063.54333300,53.19666700,063.55833300,47.85,15
EKMN,54.96558782,012.18594787,54.96543970,012.19994971,24.08,09
43CO,39.36793373,-104.68261245,39.36537793,-104.67400033,22.86,10
43CO,39.36939839,-104.67824447,39.36391327,-104.67836831,22.86,17
OP18,30.49950800,070.97040300,30.49024200,070.97177200,24.38,17
VIKO,25.15886700,075.83964700,25.16157200,075.85161400,45.72,08
WMKC,06.16846700,102.28353600,06.16523600,102.30249200,45.72,10
WRLE,-00.25540721,116.59461816,-00.25225279,116.60008184,20.12,06
WBKB,06.35549559,116.47222140,06.37006081,116.47222140,45.72,36
WBKK,05.92477800,116.04594400,05.94963900,116.05641700,45.72,02
WAMB,00.68903649,124.27361110,00.68318571,124.27361110,17.98,18
WZ50,01.86645358,100.11474450,01.86908042,100.12196550,74.98,07
WZ51,01.73274347,100.29483534,01.73450653,100.30003266,17.98,07
FZFP,04.15182500,021.66057800,04.16345800,021.67458100,40.84,05
PFKO,63.02545202,-163.53978773,63.03569498,-163.52546275,29.87,02
FVOT,-16.98395800,032.66762800,-16.98571100,032.67774700,17.07,11
PAOT,66.88943600,-162.60936700,66.88613900,-162.56919700,45.72,08
PAOT,66.88944373,-162.60946121,66.88613127,-162.56910549,46.02,09
PAOT,66.88512535,-162.60933583,66.87480465,-162.61583781,27.13,18
WZ52,-05.80258458,140.21398550,-05.80463527,140.22045444,28.96,11
WZ52,-05.80160944,140.21306170,-05.80502856,140.21901430,28.96,12
FOGK,-01.17758300,012.43735300,-01.19164200,012.44515000,45.11,15
NWWK,-20.54828239,164.25076489,-20.54445361,164.26049193,24.99,06
VO26,09.15909200,077.81959700,09.14869200,077.82274400,15.24,17
LY87,44.78133600,020.95160600,44.76731700,020.97106400,29.87,13
YKOW,-15.48228684,141.74687421,-15.48850566,141.75800637,29.87,12
PAKK,64.93530853,-161.15867992,64.94282940,-161.15079594,17.98,01
PFKU,64.87657015,-157.72543265,64.87771539,-157.70623903,18.29,06
RJAZ,34.18695162,139.13244272,34.18527138,139.14090328,24.99,11
UHPO,56.08474748,159.87123398,56.09526852,159.88212202,29.87,03
VTSG,08.10646700,098.98011900,08.08548600,098.99740600,45.11,14
2ND0,46.81875667,-097.05025399,46.81007165,-097.04936657,36.58,17
NA05,46.61561708,-097.43590929,46.60876902,-097.43538683,21.34,17
42MN,45.08425229,-093.56770039,45.08400825,-093.56110517,60.96,09
96IL,42.37830496,-089.84603193,42.37172280,-089.84587641,21.34,18
2WA8,47.37846912,-118.30049074,47.38486420,-118.29284260,18.29,02
ESNK,63.05747500,017.76594200,63.03971900,017.77176700,45.11,17
WZ53,00.20065389,111.76487013,00.19934611,111.76846327,24.99,11
UIAE,50.04148043,118.05469175,50.02256357,118.06931037,42.06,17
24K,44.97638193,-115.72943806,44.97230751,-115.73024750,45.72,17
1MD3,39.30667992,-075.98881263,39.31131952,-075.98663015,22.86,03
IS57,42.17974555,-088.65546003,42.17974555,-088.64583609,21.34,09
ND49,46.22340530,-097.13493826,46.22373692,-097.12579230,18.29,08
UAOL,45.61409600,063.19313993,45.62984378,063.22761620,60.05,05
76IN,40.54235700,-087.46953661,40.53604910,-087.46939173,18.29,18
EDLK,51.38475886,006.58648112,51.38746314,006.59463088,29.87,06
0NA4,46.80533594,-097.91060403,46.80573072,-097.89959875,15.24,08
4MT1,45.82387253,-111.14826189,45.81750523,-111.14209923,30.48,13
9IL9,40.35341298,-089.79022959,40.35333590,-089.78443543,30.48,09
LOAG,48.44813281,015.63026600,48.44586719,015.63973400,17.98,11
14VA,39.22638568,-077.74671844,39.23159654,-077.74660102,15.24,01
98NY,42.88104121,-077.53242528,42.88575323,-077.53367528,22.86,36
98NY,42.88303085,-077.53562255,42.88376359,-077.53047801,22.86,09
0CL1,34.56895442,-117.56112120,34.56991780,-117.54998992,30.48,07
0CL1,34.57221862,-117.55591072,34.56665360,-117.55520040,30.48,16
4MI0,42.83481172,-082.96835052,42.84135882,-082.96928894,53.34,36
PA86,40.44755548,-076.34376904,40.44762728,-076.33836320,30.48,10
AU13,-34.98707222,140.84279169,-34.98681141,140.85681970,52.12,18
WS68,43.78427933,-089.30853991,43.77901177,-089.30725343,18.29,17
ENCN,58.19670300,008.07540600,58.21167800,008.09526900,45.11,04
ESMK,55.91181700,014.08333100,55.93155600,014.08773900,45.11,01
LKKA,49.37064878,016.11261664,49.36627137,016.11957296,99.97,14
LKKC,49.87005354,012.76833198,49.87102721,012.77640432,14.94,08
LKKR,50.07550289,017.69032221,50.07262316,017.69977176,124.97,12
29N,39.52428194,-075.05003722,39.52372638,-075.04267583,57.91,10
BIKJ,65.47564000,-021.92815016,65.47201500,-021.93501200,22.86,06
LKKM,49.28254487,017.41330423,49.28896479,017.41734080,29.87,03
FAKS,-27.66529063,027.30846301,-27.65587337,027.32301699,15.24,07
FAKS,-27.66333622,027.31153737,-27.66598978,027.32330863,29.87,12
FAKS,-27.66145047,027.32077790,-27.67041553,027.31936610,29.87,03
0II6,41.64086410,-085.83433394,41.64534590,-085.82509884,30.48,06
4PS6,40.63589482,-077.48666087,40.63758350,-077.48054691,38.10,08
3PA1,40.29967250,-076.51947273,40.30051082,-076.51323895,15.24,09
FAKN,-25.39272872,031.09805506,-25.37346928,031.11276094,45.11,05
FAKR,-26.08262200,027.72168300,-26.07929200,027.72898100,9.14,08
FAKR,-26.08023900,027.72542800,-26.08486100,027.73001100,31.70,15
20OH,41.14278887,-082.03253521,41.14343113,-082.02442091,15.24,09
FB35,-22.00710000,029.01260000,-22.01790000,029.01260000,10.06,18
85PA,40.59411141,-078.78063315,40.59602635,-078.77608353,22.86,07
EKPB,54.86693323,009.27303512,54.87368077,009.28499688,29.87,05
7H8,39.81799040,-091.22106932,39.82210236,-091.22088236,21.34,36
NE18,40.91583969,-097.08100571,40.91163600,-097.07923600,24.08,14
EFKK,63.70784700,023.13815800,63.72988600,023.14750000,60.05,01
EFKK,63.72363900,023.13008100,63.72118600,023.14311400,20.12,11
EPKS,52.33697500,016.95020300,52.32646400,016.98265000,59.74,12
EPKS,52.32838600,016.95072200,52.33252200,016.97597800,56.39,07
OK11,34.32160600,-098.01599200,34.31339400,-098.01512200,30.48,17
WT81,-01.12879081,113.87320974,-01.12454259,113.87845686,22.86,05
WMKK,02.74351100,101.69755300,02.71313100,101.71789700,60.05,14R
WMKK,02.77828100,101.70171900,02.74738900,101.72248100,60.05,14L
WMSA,03.14533300,101.54075000,03.11583300,101.55791700,45.11,15
WMKF,03.10544400,101.69798100,03.11905600,101.70750000,45.11,04
WMKF,03.11223100,101.70145300,03.11339700,101.70226100,29.57,03
WRBO,-03.37602398,112.53440989,-03.37731002,112.54171611,21.03,10
WZ54,-00.58501902,110.47219091,-00.58124698,110.47291109,22.86,11
WZ55,04.34317800,098.05931049,04.34317800,098.06563751,17.98,09
WMKN,05.37619400,103.09702800,05.38908300,103.10969400,45.72,04
WMKD,03.78831900,103.20975300,03.76300000,103.20836100,45.72,18
3XS1,28.77051882,-096.30859309,28.76390340,-096.30523303,30.48,15
6T4,28.98700203,-096.62668957,28.97463129,-096.61715099,19.81,14
YKUB,-10.22448679,142.21561057,-10.22819689,142.22392148,17.98,11
WBGG,01.48063100,110.33673100,01.48876400,110.35713300,46.02,07
LAKV,40.78139400,019.89062800,40.76237800,019.91314700,67.06,14
WBKT,06.92153029,116.83491475,06.92649469,116.83918773,20.12,4
EDXZ,53.56943889,008.78545356,53.56682904,008.79306513,29.87,12
HLKF,24.16318300,023.30816700,24.19499200,023.31755000,30.48,02L
HLKF,24.16264400,023.31041400,24.19443900,023.31981900,45.11,02R
LOIK,47.56706278,012.13236924,47.56293442,012.12363136,29.87,24
CYBB,68.53000000,-089.82221900,68.53888600,-089.79389200,30.48,05T
03CO,40.21670600,-104.74904700,40.20829400,-104.73984200,9.14,13
CYCO,67.82055600,-115.16111100,67.81277800,-115.12694400,30.48,12T
KUW,-07.42200808,143.12251816,-07.41635992,143.12201984,30.48,36
EFKH,64.11381186,029.43431566,64.10998814,029.44948434,14.94,12
FYKU,-20.65900000,013.86170000,-20.65210000,013.87050000,10.06,05
FNKU,-12.40857800,016.93661700,-12.40068900,016.95820800,29.87,08
AU93,-33.17507552,118.07879612,-33.17505818,118.09198190,49.99,08
AGKU,-08.02397766,156.94597149,-08.02863856,156.94985166,28.04,14
YKUT,-25.84446408,133.39178215,-25.85578700,133.40844300,36.88,12
YKUL,-25.84426926,133.28632871,-25.84118003,133.29799135,39.93,07
PAKL,58.98124970,-155.13273683,58.98291030,-155.10980707,33.53,06
AU94,-32.67511632,118.16575533,-32.66707263,118.17405138,40.23,04
VIBR,31.88144200,077.15220600,31.87198300,077.15650600,30.48,16
EDQK,50.13488544,011.45356922,50.13511116,011.46365378,29.87,09
BGKK,65.57304144,-037.13664337,65.57417456,-037.11057263,29.87,11
UTDK,37.97500000,069.80166700,38.00166700,069.81166700,41.76,01
RJFT,32.83151400,130.84058100,32.84312200,130.86952200,45.72,07
LW67,42.15662200,021.69438300,42.15151100,021.70309200,80.77,12
LB20,42.81328900,023.28622500,42.81157200,023.31304200,53.34,09
DGSI,06.70378900,-001.59306300,06.72547200,-001.58860600,45.11,2
ROKJ,26.35508900,126.71018600,26.37192200,126.71742500,45.11,03
EFKG,60.24923648,020.80538058,60.24456152,020.81081942,17.98,15
2NE7,40.85155516,-101.94561354,40.85155516,-101.93613663,17.98,09
2NE7,40.85816929,-101.94064310,40.84832100,-101.94059700,14.94,36
PA61,40.16706075,-075.45202113,40.16648147,-075.44723499,15.24,11
FY24,-19.84220000,013.65690000,-19.84050000,013.65840000,10.06,04
FY25,-19.72070000,013.50560000,-19.72070000,013.51040000,499.87,09
UT77,43.08945600,058.88448600,43.07652500,058.88386900,30.48,18
YKNP,-31.11999397,117.89989880,-31.12652480,117.91160161,28.96,12
LKKU,49.02163219,017.43292904,49.03365457,017.44159637,79.86,03L
LKKU,49.02129931,017.43400657,49.03755185,017.44572363,29.87,03C
LKKU,49.02099555,017.43494162,49.03471703,017.44484098,60.05,03R
RKJK,35.91589200,126.61300600,35.89161900,126.61878100,45.72,18
IS64,40.72610755,-088.86673528,40.72007299,-088.86673528,21.34,18
YPKU,-15.77383100,128.70173024,-15.78200303,128.71655807,29.87,12
EFKU,63.01808100,027.78764400,62.99492800,027.80907500,60.05,15
EFKU,63.00480000,027.78537200,63.00997200,027.81270600,45.11,06
WATT,-10.17475300,123.66053100,-10.16956100,123.68280600,45.11,07
WATT,-10.17132500,123.65899700,-10.17795000,123.66848600,64.01,12
KUP,-10.07565277,148.22219486,-10.07194323,148.21411514,30.48,29
YKUP,-27.19315674,151.11139515,-27.19471649,151.12100008,10.06,10
IL26,42.15999795,-088.22920132,42.15671815,-088.22373758,30.48,13
PM64,28.38722800,-178.30293900,28.39113900,-178.29178900,30.48,06
EEKE,58.23669700,022.50939700,58.22306900,022.50958900,29.87,17
EEKE,58.22917200,022.50717500,58.23289700,022.51880000,29.87,05
NGKT,00.22009257,173.43890118,00.21766132,173.44635926,39.93,10
YKUY,-28.21968410,148.57552343,-28.22541741,148.58280263,17.98,13
UUOK,51.75689200,036.28058300,51.74433300,036.31058900,39.93,12
SYKK,-04.72055066,-059.98588618,-04.71278374,-059.98022402,15.24,05
UI69,54.30345517,110.28910193,54.31396039,110.30750611,49.99,5
UWWW,53.51857200,050.16902200,53.49321900,050.18453300,45.11,15
UWWW,53.49840600,050.13488100,53.50942200,050.16930000,60.05,05
YKUR,-20.50545897,134.66883773,-20.51418677,134.67211643,88.09,16
SSMN,-08.88118901,-057.33170017,-08.88325544,-057.32329983,17.98,12
YKUW,-38.04689957,143.14722463,-38.04819689,143.15849642,17.07,9
YKUW,-38.04491213,143.15566172,-38.05055213,143.15491172,17.98,1
RJCK,43.05147200,144.18747800,43.03046700,144.19849400,45.72,17
OIIC,34.98946400,050.78983100,34.97843600,050.82260600,45.11,11
WZ57,-02.74861100,137.92115809,-02.74861100,137.92555191,22.86,09
LTBN,39.43297800,030.01369400,39.42043900,030.02005300,40.23,16
UG26,42.24912500,042.61602500,42.24810000,042.63329700,34.75,09
FY26,-25.45310000,017.16610000,-25.44690000,017.16730000,10.06,01
WT88,-03.65390100,138.42454200,-03.65886000,138.42387000,24.08,1
N31,40.50654399,-075.78871417,40.50031101,-075.78556751,73.15,17
N31,40.50337341,-075.79121663,40.50348159,-075.78306505,45.72,10
CYVP,58.08444700,-068.43805800,58.09638900,-068.41666400,45.72,07
CYVP,58.10500000,-068.43194400,58.10194400,-068.40666700,45.72,13
EFKS,65.99481400,029.21973900,65.97999400,029.25985600,45.11,12
OKBK,29.24118300,047.98340600,29.21255300,047.99861100,45.11,15L
OKBK,29.24047200,047.96153900,29.21265800,047.97631700,45.11,15R
UI66,54.33684800,101.54663000,54.33361900,101.55306000,60.05,12
FYKZ,-23.32990000,018.36350000,-23.33680000,018.36980000,10.06,14
ENKB,63.10916700,007.80675000,63.11457800,007.84231400,45.11,07
9Z7,58.96356657,-156.93318474,58.96164731,-156.93112138,15.24,13
9Z7,58.96220799,-156.93354895,58.96300589,-156.93075717,15.24,04
FB36,-23.05350000,027.89780000,-23.04650000,027.90220000,17.98,03
FBKD,-18.21250000,023.39290000,-18.21250000,023.40430000,21.95,09
FB37,-19.09980000,023.28290000,-19.10520000,023.29270000,17.98,12
FV76,-18.99588600,030.01880000,-19.00338900,030.03300300,19.81,12
FV76,-19.01188300,030.01993900,-19.00980300,030.03043600,15.24,08
WZ58,-04.68809889,139.75436444,-04.69160511,139.75639556,24.08,15
WZ59,-02.64186299,138.40992040,-02.64513101,138.40790160,22.86,03
FY27,-24.84700000,015.90800000,-24.85600000,015.90800000,10.06,18
PFKW,60.80379398,-161.45017992,60.80470990,-161.44052008,9.14,06
PAGG,59.87978100,-163.17034200,59.87315800,-163.16673300,17.98,15
WZ60,-04.02741008,138.20321076,-04.02309792,138.20782724,20.12,07
YKYB,-36.33479839,144.96605586,-36.32958628,144.96734975,49.99,1
YKYB,-36.33014942,144.96583275,-36.33195292,144.97573351,49.99,10
VYXG,21.40011100,094.12551900,21.41396400,094.13788900,31.09,04
VYKP,19.43278100,093.53482200,19.42011400,093.53484700,30.48,18
YKBO,-31.00653352,126.58129936,-30.99898652,126.58360926,15.85,1
YKBO,-30.99955268,126.57645119,-31.00396790,126.58330211,14.02,12
LKKY,48.98392087,017.12103270,48.97624011,017.12828870,124.97,15
CJB8,50.83351034,-108.07648448,50.83336582,-108.06350510,22.86,08
KCEY,36.65909700,-088.38085800,36.67006900,-088.36469400,30.48,05
84ND,48.00335933,-097.75723207,47.99829177,-097.75683517,15.24,17
EFKY,60.57693302,026.89487910,60.56526698,026.90352090,29.87,16
YKTN,-37.22646437,144.44765916,-37.22020563,144.44880580,10.06,18
YKTN,-37.22547294,144.43950243,-37.22636358,144.44707322,28.96,09
YKYN,-21.60055560,141.93944153,-21.59690495,141.94634182,17.98,6
UIIN,51.67816700,102.14666000,51.67788300,102.17199000,35.05,9
EDBK,52.92230600,012.42061700,52.91536100,012.43004700,22.86,14
EDBK,52.92196400,012.41992800,52.91501700,012.42935800,29.87,14R
UB14,40.27322800,048.14888100,40.27395000,048.17825300,44.20,08
YKYW,-22.25476397,143.61042649,-22.26242440,143.61229579,14.02,16
YKYW,-22.25753662,143.60821333,-22.25555975,143.61362284,13.11,6
UENK,63.89284565,122.77291494,63.87893835,122.78138106,49.99,18
MN31,45.06557745,-094.57882327,45.05879143,-094.57949507,15.24,18
LFOL,48.76112417,000.66393754,48.75832383,000.65439646,20.12,25
LFHU,45.08877299,006.08640678,45.08647390,006.08119330,39.93,24
3MI3,42.54843048,-084.10355029,42.55385840,-084.09302749,45.72,06
5XS8,29.52090144,-100.31888198,29.51289022,-100.31516248,18.29,15
9FD7,29.56837617,-082.45696566,29.55878159,-082.45658046,30.48,18
LFBR,43.45143300,001.25770600,43.44694300,001.26982400,32.92,12
67NE,40.14077403,-099.49861253,40.13258136,-099.49851726,28.04,17
LS69,32.64300242,-093.66888944,32.64395868,-093.65590890,30.48,08
KOLF,48.09799200,-105.58406900,48.09101900,-105.56603100,30.48,11
KOEO,45.30985000,-092.69737200,45.30736900,-092.68302500,22.86,10
KOEO,45.31016900,-092.69781100,45.31456700,-092.69156400,45.72,04
00XS,33.03544904,-101.93381403,33.03140650,-101.93372987,22.86,17
NA72,47.02531550,-099.64878963,47.01910504,-099.64087037,30.48,13
NA72,47.02214804,-099.65005995,47.02227250,-099.63960005,30.48,08
NA53,48.49468864,-100.87708834,48.48755690,-100.87708834,15.24,17
NA84,46.80383958,-099.00613446,46.79723930,-099.00408500,20.12,16
NA82,46.47342220,-097.11048829,46.47372834,-097.10413117,21.34,08
MGGT,14.57039700,-090.53161400,14.59614700,-090.52333300,59.74,01
SVWB,10.47941900,-068.47826700,10.47952200,-068.46736700,15.24,09
LFTM,44.45401494,005.72831322,44.45563306,005.72835278,39.93,36
LFRE,47.29013900,-002.35183900,47.28763900,-002.33982800,24.99,11
YLAE,-13.11033479,130.49434044,-13.11567361,130.50346363,28.04,12
X14,26.74584200,-081.43379700,26.73531100,-081.42276900,22.86,14
CFP6,60.13131400,-124.05391400,60.11933600,-124.04860000,29.87,17
MP03,08.34277500,-082.50828900,08.34848900,-082.50025000,9.14,05
LELA,38.74603900,-003.52269700,38.74974200,-003.50643100,23.47,07
SA7S,-33.45436059,-063.35076889,-33.44563941,-063.34923111,22.86,01
WA29,45.89646631,-122.59741526,45.89487145,-122.59111920,18.29,09
LECD,42.38471346,001.85673413,42.38931817,001.86923818,22.86,07
SCMB,-23.55972200,-070.39944400,-23.55166700,-070.39444700,15.85,03
SVMC,10.54591700,-071.73410000,10.57094200,-071.72346700,45.11,02L
SVMC,10.54756700,-071.73134700,10.56840600,-071.72251700,29.87,02R
57AZ,32.44222200,-111.00776900,32.45111100,-110.99778100,10.97,01
SCQC,-38.33738923,-072.58998893,-38.33176374,-072.58425938,29.87,3
MULM,22.33340800,-083.65127800,22.33911100,-083.63294200,45.11,07
3LA3,30.50497084,-091.24325165,30.49985248,-091.24252225,30.48,17
LSGP,46.40452505,006.25576788,46.40842001,006.26050784,29.87,04
KLSE,43.89322811,-091.25884899,43.86925015,-091.25851995,45.72,18
KLSE,43.88510698,-091.26436020,43.87345106,-091.24797218,45.72,13
KLSE,43.87015970,-091.25958102,43.88169661,-091.24795094,45.72,03
SACC,-30.99535152,-064.53718660,-31.00409148,-064.52892980,17.98,14
SVDP,04.72758183,-060.97132128,04.73241817,-060.95867912,21.34,08
MM21,25.74036400,-100.22767500,25.73164200,-100.22415300,11.28,15
TE29,28.07815413,-099.57940925,28.06796197,-099.56900853,36.58,13
LFNR,43.53157700,005.18012600,43.53954300,005.17602600,60.05,16L
LFNR,43.53723200,005.18634500,43.53641800,005.17300900,60.05,27
LFFQ,48.49492489,002.35386420,48.49770511,002.34095180,89.92,29
LFFG,48.76072800,003.28409154,48.75373000,003.27347646,60.05,23
LFAL,47.69448728,000.00184546,47.69310472,-000.01769746,79.86,27
SKCO,01.81016700,-078.75505800,01.81866900,-078.74340000,27.43,06
SCSE,-29.91241400,-071.20853900,-29.92004700,-071.19051100,45.11,11
SCSE,-29.91504400,-071.20472200,-29.92040000,-071.19207500,32.00,11R
NWWT,-21.81715376,165.85839365,-21.82263974,165.86342290,11.89,13
2TX3,29.22411400,-100.61607200,29.20969200,-100.61798300,15.24,18
SVLF,08.23000000,-072.27105600,08.24830600,-072.27097200,57.91,01
SKYC,-08.59997384,-073.62153070,-08.59946996,-073.61180670,15.24,09
GCGM,28.02859408,-017.22214013,28.03066008,-017.20706513,29.87,09
SVGC,09.77230000,-072.48938300,09.78185300,-072.48419200,14.94,04
LFTN,44.24027800,004.01201100,44.24603000,004.01052500,10.06,17
CYGL,53.62883900,-077.71786900,53.62190000,-077.69036100,45.72,13
KLGD,45.29554400,-118.01196100,45.28468100,-117.99658900,30.48,12
KLGD,45.29567800,-118.01119700,45.28504700,-118.01119700,18.29,16
YLGB,-18.68665688,121.80551843,-18.68721088,121.81680423,20.12,09
KLGA,40.76916537,-073.88411972,40.78542937,-073.87067467,46.02,04
KLGA,40.78228496,-073.87851875,40.77206398,-073.85712666,46.02,13
KLHX,38.04812800,-103.52336900,38.04819200,-103.49958600,22.86,08
KLHX,38.05721700,-103.51410600,38.04591100,-103.49991900,18.29,12
SA7T,-31.34673143,-068.47574454,-31.35604635,-068.47036657,29.87,15
81TX,29.34259799,-103.56876695,29.34390645,-103.56104473,30.48,07
CJL4,56.47675416,-109.41073134,56.46991584,-109.39648866,22.86,11
MRQP,09.43938600,-084.13301900,09.44694200,-084.12652200,10.97,04
MHLM,15.44227800,-087.93260300,15.46163600,-087.91570300,45.11,04
NM67,36.86418900,-104.45019800,36.84975500,-104.44533000,12.19,15
SKLM,11.23252800,-072.49694200,11.23251900,-072.48333900,45.11,09
SE59,-03.20712200,-079.79883100,-03.19873100,-079.79768300,18.90,01
LFTZ,43.20301500,006.47610800,43.20783900,006.48846400,29.87,06
LFMG,43.40716262,001.98759679,43.40491338,001.99295921,20.12,12
LFMG,43.40735981,001.99033747,43.41056619,001.99331453,20.12,04
LFMG,43.40918906,001.99192697,43.41143694,001.99203503,20.12,36
LEMR,43.42916400,-005.83666700,43.42916400,-005.82444400,29.87,10
LFJE,44.49287718,005.40214215,44.49687718,005.40583715,29.87,3
4F9,46.35305600,-098.28344400,46.34306400,-098.27993300,15.24,16
SKMZ,05.03013300,-075.47133300,05.02905800,-075.45808100,19.81,10
SVLO,11.80457200,-066.19202500,11.81307200,-066.16615000,45.11,08
GCLA,28.61656100,-017.75542000,28.63639900,-017.75580700,45.11,01
SAMP,-30.78423151,-059.65520961,-30.78188109,-059.64423659,15.54,08
SAMP,-30.78206507,-059.65492422,-30.78682453,-059.64729898,12.80,13
SAMP,-30.78584822,-059.65277387,-30.78137438,-059.65222653,7.01,01
SLLP,-16.51274400,-068.21097500,-16.51393100,-068.17353600,46.02,10
SLLP,-16.50413900,-068.19836100,-16.50661100,-068.17933300,91.44,10L
SA7V,-30.75232519,-059.57065536,-30.74656370,-059.56378909,39.93,05
SKLP,-01.31540259,-069.58911195,-01.32793141,-069.58033685,24.38,15
SA7W,-30.96085182,-060.88676721,-30.95025929,-060.88489946,29.87,01
LEIZ,38.51374400,-003.37305000,38.51253300,-003.35559700,22.86,10
MM22,23.81131400,-097.77576700,23.79301100,-097.77165300,21.34,16
LS59,30.62983997,-092.18847466,30.62888725,-092.18732812,22.86,13
SADL,-34.97554200,-057.89501100,-34.96298100,-057.89121100,45.11,02
SADL,-34.97042200,-057.90150300,-34.97857800,-057.89281100,22.86,14
SA7X,-34.87819597,-057.96205038,-34.87069292,-057.96072739,29.87,01
SA7X,-34.87290090,-057.96562973,-34.87598799,-057.95714804,29.87,11
SCLY,-37.21897048,-073.23794945,-37.21442349,-073.22875178,17.98,05
T41,29.67255000,-095.06959700,29.66579200,-095.05901400,22.86,12
T41,29.66676700,-095.06775000,29.67191700,-095.06037800,22.86,05
KPPO,41.56554700,-086.73764700,41.57843100,-086.73136700,22.86,02
KPPO,41.57601400,-086.73823300,41.57065800,-086.73089400,18.29,14
SE60,-02.44127500,-079.40312200,-02.44441900,-079.39475800,20.12,11
SA16,-32.96623300,-068.87854400,-32.95939400,-068.86886700,20.12,04
SASQ,-22.15111100,-065.57555600,-22.17361100,-065.56416700,29.87,16
LFDR,44.56708217,-000.06201971,44.56902583,-000.05020229,60.05,08
MM17,23.97052800,-098.83477800,23.96205600,-098.83475000,13.41,17
NWWR,-21.47812486,168.03452623,-21.48493564,168.04084399,29.87,13
LFRI,46.70331900,-001.38856100,46.70056900,-001.36868900,29.87,10
FYLR,-18.97930000,017.85210000,-18.97930000,017.86680000,17.98,09
LFBH,46.17967500,-001.21100600,46.17881400,-001.18181400,45.11,10
CTT5,50.25990000,-060.68238900,50.25930600,-060.66558300,30.48,12
MDLR,18.45234400,-068.92568900,18.44908100,-068.89797800,45.11,11
CYVC,55.15813625,-105.26010832,55.14461375,-105.26387768,46.02,18
CYVC,55.15109588,-105.27331795,55.14825812,-105.26313605,14.94,10
70V,38.30930670,-109.40195190,38.30733218,-109.39105256,12.19,09
6628,42.79506700,003.00689500,42.80001900,002.99842500,39.93,12
SR8,48.92333300,-079.18138900,48.91111100,-079.17583600,30.48,18
LFKP,45.55885683,005.38792641,45.56114317,005.38151759,49.99,30
LFKP,45.55619300,005.39023300,45.55814500,005.38376900,60.96,11
SVTK,07.10541700,-069.79513900,07.11127800,-069.78313900,19.51,07
CYLQ,47.40277800,-072.78749700,47.41638900,-072.79000000,45.72,01
LMML,35.85645167,014.47886019,35.83396873,014.50675119,60.05,14
LMML,35.84752481,014.46016449,35.85996298,014.48156742,45.11,6
MT72,46.34581772,-114.18216168,46.34624838,-114.17025722,24.38,07
ETNL,53.91966700,012.26033300,53.91650000,012.29816700,45.11,10
1TS1,29.91546213,-095.99434381,29.90998953,-095.99390231,12.19,17
PR05,18.45201576,-067.06885434,18.45287312,-067.06372844,21.34,09
NFNL,-16.46378602,179.33676927,-16.47176053,179.34239937,29.87,31
2WA7,46.38038757,-120.56411304,46.37819965,-120.55490252,18.29,09
2WA7,46.37637588,-120.56096405,46.38221134,-120.55805151,18.29,36
GULB,11.32034400,-012.29394700,11.33177200,-012.27975300,45.11,06
SA7Y,-33.15964582,-062.89135864,-33.15368752,-062.89030803,28.96,01
SAOL,-34.13011700,-063.36222500,-34.14093100,-063.36230300,22.86,18
SWLB,-07.27350000,-064.76980600,-07.28444400,-064.76913900,28.35,18
WBKL,05.30920600,115.24436900,05.29216400,115.25599700,45.11,14
WAPH,-00.63727351,127.49981389,-00.63357049,127.50622811,22.86,06
CSL3,46.61888900,-072.63333100,46.62666700,-072.63055300,12.19,03
CSL3,46.62305600,-072.63388900,46.61861100,-072.62916700,12.19,16
CZWH,58.61900300,-101.46286400,58.60961600,-101.47510300,35.05,3
CYAX,50.29916700,-096.00916400,50.28916400,-096.01027800,22.86,18
CYLB,54.77527500,-112.04221900,54.76527800,-112.02111100,30.48,11
KDXX,44.98998100,-096.18305600,44.98304200,-096.17485600,22.86,13
KDXX,44.98593300,-096.18226400,44.98593300,-096.17059700,41.15,08
TA49,31.31478466,-094.65525239,31.31336478,-094.64904985,15.24,10
SE4,45.63972200,-074.37750000,45.63805600,-074.36194400,30.48,10
PN99,41.20337682,-080.35883194,41.20840484,-080.35741140,30.48,02
NV16,41.00089799,-119.94092124,40.99778477,-119.93282544,18.29,10
NV16,40.99689737,-119.93852335,41.00178539,-119.93522333,15.24,01
