icao,lat1,lon1,lat2,lon2,width,sign
MI70,42.07361290,-083.88384235,42.06869432,-083.88326265,15.24,18
9WI9,46.62089327,-092.08684688,46.62065395,-092.07686868,22.86,09
PN06,41.90374503,-080.10711788,41.90469941,-080.09799380,30.48,09
PN06,41.90595142,-080.10437106,41.90249302,-080.10074062,30.48,15
4WI5,44.72173707,-091.46220630,44.72540625,-091.45755648,30.48,04
1MY1,45.98568600,-096.20327500,45.98486900,-096.18561400,18.29,09
3IN3,41.52720529,-087.16411374,41.51898137,-087.16373016,22.86,18
92FL,27.12051260,-081.85288551,27.12070406,-081.84672561,15.24,09
YCIL,-15.49926981,128.53006525,-15.50482600,128.53800400,49.99,12
CJQ3,49.64563148,-102.29201455,49.64239252,-102.27967145,22.86,10
EX4,62.11981222,-136.19636878,62.11358578,-136.17023922,30.48,09
MD85,38.93241480,-075.89368653,38.93336742,-075.88674125,18.29,09
UT37,37.27102445,-112.70609758,37.26283109,-112.69543632,24.38,12
SULO,-33.95930484,-058.28991916,-33.96847536,-058.28674864,15.24,17
SA3Q,-34.42072654,-059.87668566,-34.41538458,-059.87220323,17.98,04
SA3R,-40.78389189,-062.98517504,-40.77221922,-062.97538051,49.99,04
SA3R,-40.77575096,-062.98302429,-40.78036015,-062.97753127,39.93,13
KCUL,38.09497200,-088.12303300,38.08400300,-088.12308600,22.86,18
SITC,-11.29787912,-056.83793668,-11.30656532,-056.83539666,24.08,18
YCNH,-29.68264475,115.88628388,-29.68397975,115.89570088,46.02,9
YCNH,-29.68132646,115.89231523,-29.68570719,115.89448142,35.97,15
YCAR,-24.88668600,113.66393900,-24.87594009,113.67508759,29.87,04
YCAR,-24.87884993,113.66628657,-24.88942748,113.66644377,29.87,18
86F,35.12774200,-098.57526400,35.11950000,-098.57513300,15.24,17
YCGI,-25.79112397,122.94208921,-25.80099085,122.94250354,70.10,18
YCGI,-25.79395299,122.93123179,-25.79923949,122.94875149,74.98,11
SSZY,-19.66719536,-050.95315923,-19.65947130,-050.95017411,24.99,04
VOCX,09.14106400,092.81534400,09.16395300,092.82391100,42.67,02
3WI0,44.64455000,-087.41998401,44.63989332,-087.41964101,18.29,18
3WI0,44.64214270,-087.42192994,44.64230062,-087.41769508,18.29,09
SBCI,-07.32105600,-047.46680600,-07.31980600,-047.45052800,45.11,11
SJXM,-21.73508523,-043.89762637,-21.72935921,-043.89126251,29.87,07
SVCO,10.17637200,-070.07193100,10.17483300,-070.05849700,41.15,10
CYRP,45.31861100,-076.02972200,45.31972200,-076.01472200,29.87,10
YCPN,-18.71256987,144.30973200,-18.72291080,144.31576171,104.85,15
LFNH,44.03171606,005.07828477,44.02447557,005.08948424,29.87,13
LFNH,44.02901046,005.08139737,44.02393326,005.08920514,55.47,13R
LIDU,44.83140598,010.86982271,44.83859222,010.87351109,28.04,02
SD59,45.53494404,-102.81143281,45.53170484,-102.80611331,18.29,12
SD59,45.53336274,-102.81190521,45.53328614,-102.80564091,18.29,08
6WA6,46.27634977,-118.96121749,46.28058799,-118.95101197,18.29,04
WV65,39.44768399,-080.01408397,39.45082045,-080.00869381,18.29,06
72KY,36.76396288,-084.20153318,36.76620378,-084.19722572,15.24,06
X13,29.83865900,-084.70587100,29.84572900,-084.69620600,22.86,05
93CO,40.21678908,-104.95573765,40.21651146,-104.94532681,18.29,08
TGPZ,12.47633741,-061.47585652,12.47755059,-061.46858743,17.98,9
35L,42.46314157,-084.03753954,42.46581619,-084.03236158,22.86,06
SCIE,-36.78203333,-073.06856667,-36.76327222,-073.05765278,45.11,02
VT31,44.10912819,-072.44369050,44.11322013,-072.44428950,15.24,01
YCRT,-32.39993092,138.51749430,-32.41071800,138.52120800,49.99,16
47IS,38.73640469,-089.33752033,38.73146807,-089.33763079,21.34,18
46D,47.45555600,-099.15666700,47.44666700,-099.14555600,22.86,13
46D,47.44833300,-099.15527800,47.45333300,-099.14972200,13.11,03
F37,33.64577800,-105.90420000,33.65072200,-105.88922200,22.86,06
F37,33.65327800,-105.89233300,33.64684200,-105.89223600,27.43,15
F66,32.56063802,-096.86585096,32.55352364,-096.86526072,18.29,17
KHZD,36.08324700,-088.46491100,36.09801400,-088.46097800,30.48,01
4M1,36.37995300,-093.63033100,36.38274200,-093.61875600,22.86,07
KDMW,39.61421700,-077.01245000,39.60233900,-077.00286400,30.48,16
KTSO,40.55933100,-081.08446400,40.56442500,-081.07050800,22.86,07
70TS,32.46479853,-097.11526108,32.46048091,-097.11308894,30.48,15
K26,39.32024413,-093.49989015,39.31312975,-093.50053319,15.24,18
KR8,53.29135395,-103.53979509,53.28504605,-103.53961091,30.48,17
KR8,53.28610966,-103.53929115,53.28649234,-103.53013685,22.86,07
LTFH,41.26374200,036.55417500,41.24521900,036.58003100,45.11,13
KCXP,39.19455423,-119.74446218,39.18990977,-119.72443715,22.86,09
MT53,48.09840072,-114.85637760,48.09094816,-114.84667796,12.19,12
0PS3,40.48924224,-076.76839278,40.49148498,-076.76487834,30.48,06
92C,44.64261519,-088.21971036,44.63982481,-088.21072964,9.14,12
92C,44.63927871,-088.21871313,44.64276929,-088.21510287,24.38,03
X78,28.61870888,-081.51258392,28.61906778,-081.50478276,38.10,09
IA26,40.81197743,-091.80825048,40.80474589,-091.80875120,24.38,18
8T7,30.32308278,-098.91296081,30.31842610,-098.91267809,9.14,17
89TS,31.57416700,-095.76666700,31.55972200,-095.76666700,22.86,18
KVPC,34.11524700,-084.84928600,34.13104700,-084.84812800,30.48,01
DTTA,36.83913100,010.22375600,36.86725000,010.23141100,45.11,01
DTTA,36.85425600,010.21769400,36.84443300,010.24724700,45.11,11
08M,32.76428900,-089.53142500,32.75609200,-089.53040300,15.24,17
0CO8,40.21105881,-105.01290966,40.20557619,-105.01316036,9.14,17
CYCA,53.67967249,-057.04941217,53.68586751,-057.03447366,22.86,08
8AK2,60.70436305,-151.29321742,60.70063695,-151.29511592,18.29,17
SNRU,-08.28032800,-036.02135300,-08.28445600,-036.00565000,29.87,13
SKCR,-00.92383571,-070.77518167,-00.92616429,-070.76649013,14.33,11
SNCP,-01.25306378,-046.02026566,-01.24749222,-046.01362414,13.72,07
M05,36.17462200,-089.67655800,36.16363600,-089.67640600,22.86,18
MY88,46.85883526,-094.98594985,46.85608196,-094.98019961,18.29,12
6OK5,35.63090924,-099.92552278,35.62474130,-099.92525778,18.29,17
SDKB,-21.78809108,-047.05894769,-21.78802004,-047.05216342,20.12,11
68IS,42.14860000,-088.56747500,42.14860000,-088.55641900,12.19,09
KCGZ,32.95131700,-111.77415300,32.95848100,-111.75948600,30.48,05
MM37,25.50928600,-102.21205800,25.50314200,-102.19286100,20.73,10
SDFX,-09.15650300,-040.94279200,-09.15767500,-040.93260300,25.91,12
GMMN,33.38404400,-007.59351700,33.35183600,-007.58248600,45.11,17L
GMMN,33.38305800,-007.59743100,33.35092500,-007.58642200,45.11,17R
56IN,41.07898566,-084.94709962,41.07944488,-084.93838762,30.48,09
LILM,45.10561002,008.45626703,45.11550518,008.45651177,60.05,36
SWCV,-15.49415019,-060.08527187,-15.48473870,-060.08583925,29.87,01
LIDK,45.95133899,012.81525876,45.95426301,012.82254324,60.05,06
05A,32.29687483,-110.36744203,32.30327183,-110.36271297,18.29,02
78S,47.27118391,-111.72646430,47.27038163,-111.71683460,15.24,08
78S,47.26859213,-111.72408229,47.27297341,-111.71921661,15.24,02
U70,44.49805600,-116.02194400,44.48972200,-116.01055600,18.29,12
KCZK,45.67605011,-121.88241476,45.67725124,-121.87551992,9.14,6
LPCS,38.73264000,-009.35797400,38.71771000,-009.35253700,29.87,17
SBCA,-24.99515300,-053.50641400,-25.00552500,-053.49511100,29.87,15
PATU,52.82321555,173.17326467,52.83785955,173.18353467,46.02,02
TE40,32.67769821,-098.82569964,32.67199401,-098.82665204,30.48,18
OH90,41.73637416,-081.22505361,41.73084750,-081.21327500,24.38,12
TE06,33.38338167,-096.31726871,33.37517277,-096.31658129,30.48,17
WS10,44.40798851,-089.01978384,44.40808425,-089.01210562,15.24,09
1H8,39.29792800,-088.00766100,39.30646900,-087.99876400,22.86,04
1H8,39.30586900,-088.00559200,39.30045300,-088.00573100,30.48,18
YCSK,-66.28796694,110.73805939,-66.28788680,110.78277565,85.04,9
XS62,29.63083300,-099.73638900,29.63583300,-099.72111100,18.29,07
PN10,41.86776730,-076.51064642,41.86238214,-076.50924082,60.96,18
38CA,35.69666700,-119.49138900,35.68666700,-119.48583100,30.48,14
YCHE,-28.95157871,119.56541761,-28.95121806,119.57655424,38.10,8
8S2,47.51484611,-120.48845766,47.51484611,-120.48114736,15.24,07
SA3S,-33.07903240,-061.20271795,-33.08652315,-061.19839316,29.87,15
YCAS,-28.87956200,153.05570100,-28.88157400,153.06395700,46.02,10L
YCAS,-28.87997600,153.05559900,-28.88262200,153.06645100,29.87,10
YCAS,-28.87880600,153.05079600,-28.87934200,153.05299800,29.87,10C
SVPA,05.61016700,-067.61187800,05.62981400,-067.60032800,42.67,04
LKCV,49.94430215,015.37360125,49.93370974,015.38869746,49.99,13R
LKCV,49.94751235,015.37056589,49.93163179,015.39328837,60.05,13L
6V9,40.62748768,-104.34549823,40.61692176,-104.34329345,6.10,16
LFIG,44.17977400,002.51206200,44.17911500,002.52516100,20.12,10
5N8,46.85833300,-097.21416700,46.85030800,-097.20306400,22.86,13
II87,39.45436261,-086.32892544,39.44851071,-086.32772512,12.19,17
PLCH,01.98627012,-157.35937290,01.98627012,-157.34045600,29.87,08
SSCL,-19.14482507,-051.68925184,-19.14795271,-051.68130372,17.98,13
YCSI,-21.25481591,143.01252357,-21.26212781,143.02053042,14.02,13
94K,36.69738900,-093.90666700,36.69743600,-093.89438600,18.29,09
C74,42.70608100,-090.96950800,42.70223900,-090.95963600,15.24,11
5IS7,40.03530454,-087.78161024,40.04254490,-087.78177532,21.34,36
SNCB,-02.52630533,-053.94316076,-02.52091689,-053.93628368,29.87,07
LECX,38.73405000,-000.14340000,38.72838000,-000.14523000,27.13,01
LE03,41.57826912,002.09939371,41.58387490,002.10162782,17.98,02
LECS,40.20747552,000.06018489,40.22068280,000.08603530,49.99,06
LFDQ,43.28167901,000.52405555,43.27765699,000.51989245,39.93,22
LFMW,43.31383532,001.91471300,43.30880868,001.93369300,29.87,11
LFCX,44.08584124,001.13457434,44.08752476,001.12354766,29.87,29L
LFCX,44.08662524,001.13457441,44.08830876,001.12354759,79.86,29R
YCTN,-37.60743087,141.36105078,-37.61934035,141.36409219,39.01,16
YCTN,-37.61451731,141.36289942,-37.61521594,141.37072215,22.86,9
LF02,44.69623206,000.63618440,44.70103794,000.63195960,29.87,33
KMER,37.39308300,-120.58095800,37.36787800,-120.55541900,46.02,13
0W6,38.98117530,-076.29051028,38.98849358,-076.29051028,6.10,01
0AZ5,33.86860505,-112.60319545,33.86312661,-112.60354123,18.29,17
MT45,45.90968640,-104.57790319,45.90808748,-104.57422571,12.19,11
EICS,53.78280536,-007.84039637,53.77386064,-007.83015940,29.87,15
CYCG,49.30335300,-117.63462500,49.28909200,-117.63038300,45.72,15
YCAL,-37.13420698,144.15822620,-37.13536644,144.16838066,14.94,9
YCAL,-37.13941247,144.15736123,-37.13394269,144.15828987,14.02,1
ER2,52.22027500,-111.93693900,52.21305600,-111.92973100,22.86,13
TLPC,14.01771700,-061.00122400,14.02169200,-060.98556300,45.11,09
SSQT,-24.81285856,-049.96411068,-24.80214304,-049.95644452,20.42,05
SSRF,-12.76399900,-039.45246900,-12.76743400,-039.44102000,21.03,13
T89,29.34790000,-098.85325000,29.33594700,-098.84855000,22.86,15
6W4,36.39765827,-079.39440226,36.40164727,-079.39118386,45.72,04
MYCC,25.60104520,-079.26826888,25.59894924,-079.26507000,45.72,13
1NK6,44.42047835,-073.75077786,44.42683719,-073.74839214,21.34,03
SWKT,-18.21114700,-047.90249700,-18.22245800,-047.89651100,25.91,17
KAVX,33.40219386,-118.42008032,33.40711721,-118.41168033,17.98,04
LRTC,45.07120600,028.71154400,45.05376700,028.71708100,29.87,16
SANC,-28.60553900,-065.75394200,-28.58088900,-065.74790600,29.87,01
SDCD,-21.15303300,-048.99261900,-21.14544200,-048.98474200,20.12,06
PN62,40.37576553,-080.30193766,40.37437223,-080.29762902,30.48,12
LICC,37.46562500,015.05269400,37.46793300,015.08010800,45.11,08
SARI,-25.73104200,-054.48837800,-25.74351700,-054.45851100,45.11,13
RPVF,12.49802800,124.63144400,12.50677800,124.64011100,29.87,04
1II9,39.98916737,-087.34008151,39.98313373,-087.33994405,24.38,18
0MS8,33.70475455,-091.16476657,33.69379767,-091.16545677,22.86,18
RPVE,11.92255000,121.95017200,11.92645600,121.95792800,29.87,06
6NC6,34.79046202,-077.40009170,34.78319630,-077.39538776,18.29,16
SIBU,-06.36264700,-037.76072200,-06.36241900,-037.75162800,19.81,11
2GA6,34.91864040,-085.05279637,34.91595736,-085.05210087,9.14,17
SJKS,02.37592174,-063.01146468,02.37518937,-063.00520198,29.87,11
2NY0,42.27863144,-073.95319423,42.28265244,-073.95262301,15.24,02
KOLE,42.23471900,-078.37631400,42.24586300,-078.36686500,30.48,04
KOLE,42.24573100,-078.37286700,42.24080300,-078.36872500,32.00,16
YCAC,-17.60357250,131.54562400,-17.61170950,131.55420719,36.88,13
50FD,30.51635990,-085.20133405,30.52013898,-085.19628763,30.48,05
RPUY,16.93368600,121.74722200,16.92285300,121.76294200,35.97,12
SKCU,07.96339400,-075.19966700,07.97354200,-075.19716100,20.12,01
SKLG,-00.17977800,-074.77555600,-00.18477800,-074.76597200,24.99,12
1NY9,43.26831668,-076.18868653,43.26348720,-076.18727681,18.29,18
3GA8,32.32933677,-082.63743131,32.32955211,-082.63256871,45.72,09
LFMV,43.91080605,004.90321905,43.90662331,004.90428974,29.87,16
LFMV,43.91556441,004.89936384,43.89895841,004.90384384,45.11,17
LFMV,43.91292125,004.89919522,43.90673757,004.90086420,49.99,17R
2A5,35.90677800,-079.61944700,35.91679700,-079.61584400,12.19,02
II88,39.84394549,-087.33517007,39.84835451,-087.33319271,45.72,02
15PA,41.59205945,-075.35535427,41.59644555,-075.35555907,30.48,01
SWCW,-13.76972870,-047.43064906,-13.76193710,-047.42601754,14.33,05
2C8,48.78822200,-097.63361100,48.77945600,-097.63025000,18.29,16
2051,41.36797900,009.25955300,41.36767700,009.26720500,7.92,04
NE29,40.51364671,-099.01827467,40.51366532,-099.00895683,18.90,08
NE29,40.52135097,-099.01323234,40.51038500,-099.01320700,29.87,17
66S,48.52276595,-116.82340025,48.51425201,-116.82085086,36.58,15
43W,35.67535837,-079.61853931,35.68047495,-079.61429071,30.48,04
KCNM,32.32265000,-104.27425800,32.33813900,-104.25655600,45.72,03
KCNM,32.34289200,-104.27085800,32.32846700,-104.26258600,30.48,14R
KCNM,32.34229400,-104.27072500,32.34229200,-104.25345800,22.86,08
KCNM,32.35185000,-104.26008300,32.34024400,-104.25405600,45.72,14L
YCVM,-31.83944750,115.96935724,-31.83101000,115.98022200,46.02,05
YCVM,-31.83778818,115.97150886,-31.84161805,115.97729994,35.05,12
SAHE,-37.85673929,-071.01463602,-37.84602886,-071.00132499,29.87,04
SIPB,-02.44213595,-044.12715457,-02.44119739,-044.12228987,17.98,10
8K6,39.50667936,-098.44534401,39.49834118,-098.44477767,24.38,17
02WA,47.15595833,-122.09400278,47.14868943,-122.09400278,15.24,16
SNXB,-21.91960800,-044.97486700,-21.91445300,-044.96143900,29.87,09
SNXS,-04.86576038,-043.35543609,-04.86757322,-043.34511771,16.46,12
SOCA,04.81377800,-052.37353900,04.82583600,-052.34735300,45.11,08
MTCA,18.26994700,-073.79294200,18.27225800,-073.78363300,24.38,08
CAJ7,50.44968100,-113.75964200,50.45031700,-113.74035600,15.24,07
MWCB,19.68623100,-079.89143300,19.68773100,-079.87414400,45.11,09
8MO5,39.82471624,-094.38664346,39.82083708,-094.38159266,30.48,13
S74,46.66463881,-115.07539589,46.66852951,-115.07096635,30.48,02
LFBC,44.52806900,-001.13793600,44.53996700,-001.11275600,45.11,06
8OK7,36.79999005,-097.71856456,36.79451161,-097.71820600,24.38,17
SNOG,-05.65798277,-035.42032975,-05.66312834,-035.41078137,20.12,14
SB38,-05.65691700,-035.41716100,-05.66549400,-035.41055600,20.12,14
58M,39.57594700,-075.87456700,39.57241400,-075.86500600,21.34,13
2N0,39.65247932,-075.80264391,39.64607734,-075.79945221,12.19,17
KVQQ,30.23502200,-081.87410600,30.20064400,-081.87379700,60.96,18L
KVQQ,30.21565000,-081.89166400,30.21582200,-081.86632800,60.96,09R
KVQQ,30.23500800,-081.87632200,30.21300600,-081.87612200,60.96,18R
KVQQ,30.21757500,-081.89168300,30.21774700,-081.86635000,60.96,09L
23PA,40.49768775,-075.14616474,40.50251723,-075.14751472,30.48,36
51K,38.93472814,-094.88533910,38.92806074,-094.88458924,22.86,17
KCDC,37.69060800,-113.10781400,37.71024200,-113.09098600,45.72,02
KCDC,37.70272500,-113.10612500,37.70115600,-113.08957800,18.29,08
MO74,38.92427875,-092.17361903,38.92024513,-092.16563543,45.72,12
79IN,41.18977381,-085.02543835,41.19096895,-085.02299277,15.24,06
2OH4,40.62577821,-082.63905292,40.62322789,-082.63184710,45.72,12
AR23,35.13830044,-093.47689755,35.12854456,-093.47347691,21.34,16
28II,37.97810715,-086.06162457,37.97120229,-086.05080767,12.19,13
TN83,35.71994651,-086.27733194,35.72463625,-086.27265418,21.34,04
WI10,46.44497568,-091.62018499,46.45069832,-091.60754101,45.72,05
WI10,46.44617629,-091.61095617,46.44988371,-091.61472383,45.72,32
01FL,28.78604056,-081.15955525,28.77783166,-081.15890031,15.24,18
5FL9,30.73303979,-086.21366776,30.73956075,-086.21233002,30.48,01
9IS0,40.54315600,-091.33683600,40.54303800,-091.32457500,21.34,09
GA62,33.25923900,-084.40026800,33.25099400,-084.40026800,12.19,18L
GA62,33.25923900,-084.39995700,33.25099400,-084.39995700,45.72,18R
PN01,40.59056743,-079.90633854,40.58567811,-079.90543370,15.24,18
UT10,40.36646708,-112.01731727,40.35253112,-112.01891727,29.87,17
9WA4,45.76498465,-122.51896691,45.76412645,-122.51119977,30.48,08
YCED,-24.57955506,150.19709275,-24.58740067,150.19277235,46.02,2
O59,41.54750000,-120.17056100,41.55805600,-120.16250000,15.24,01
MI18,43.08966709,-083.83566412,43.09649845,-083.83648256,18.29,36
YCDU,-32.12782746,133.69789435,-32.13340104,133.71512994,29.87,11
YCDU,-32.12537384,133.71232512,-32.13577969,133.71374688,34.14,17
TJRV,18.23630044,-065.65631670,18.25391197,-065.63051028,60.96,07
MMCY,20.54674700,-100.89570000,20.54523900,-100.87739700,29.87,08
SE22,-03.28355000,-079.80252800,-03.27510300,-079.79933100,12.19,02
ETHC,52.58987500,010.00880300,52.59252200,010.03546400,45.11,08
EDVC,52.68647543,010.10329212,52.69219300,010.11275800,39.93,5
FB05,-19.54160000,022.59000000,-19.54610000,022.59830000,18.90,12
MM27,21.99033100,-098.96167200,21.97776700,-098.96218600,20.12,18
SSZS,-22.83204484,-051.60896266,-22.82906896,-051.59770234,17.07,09
FVCN,-16.73461400,031.11693300,-16.73360000,031.12708100,16.46,09
KAPA,39.58414200,-104.85147500,39.55670800,-104.85021100,30.48,17L
KAPA,39.57898600,-104.85372200,39.55977800,-104.85283600,23.47,17R
KAPA,39.57289700,-104.84822200,39.56818600,-104.83232500,22.86,10
SSAU,-30.74609870,-051.43194255,-30.74890130,-051.42583523,20.12,13
NZCB,-46.34081713,168.29476084,-46.33467487,168.29563316,68.58,34
78WA,48.49225518,-122.83148935,48.48794704,-122.83275289,30.48,17
32OI,39.64020947,-081.62364156,39.63438053,-081.62161344,18.29,17
F17,31.83905000,-094.15788100,31.82413600,-094.15496700,22.86,17
F17,31.83277800,-094.15611400,31.82750000,-094.15138900,12.19,14
KGHM,35.83219400,-087.44748600,35.84263900,-087.44326700,22.86,02
KTVK,40.69070300,-092.90416100,40.68023600,-092.89872800,22.86,16
PARL,65.57444968,-144.79210966,65.57316364,-144.77447202,18.29,07
CJC4,50.80393402,-106.49824278,50.79776713,-106.49449797,22.86,15
07K,41.11643120,-098.05327015,41.10669626,-098.04939372,18.90,15
KAEJ,38.82499700,-106.12515600,38.80330300,-106.11623100,22.86,15
68C,44.50297373,-089.02934391,44.50724627,-089.02167609,30.48,04
68C,44.50441600,-089.02917043,44.50441600,-089.02224757,36.58,09
68C,44.50603492,-089.02805021,44.50378908,-089.02212779,39.62,13
KBMI,40.46405300,-088.91602500,40.48494700,-088.90718300,45.72,02
KBMI,40.48307500,-088.93234200,40.47757200,-088.91002200,45.72,11
KBMI,40.47680000,-088.93247200,40.48502200,-088.92453100,30.48,03
2LA0,29.78779093,-092.16091931,29.79151851,-092.15211293,22.86,06
47N,40.52173900,-074.60353900,40.52707800,-074.59323900,15.24,07
KOWK,44.70890300,-069.86875300,44.71971700,-069.86619200,30.48,03
KOWK,44.72016700,-069.87137500,44.71317500,-069.85953600,30.48,15
KGRI,40.97991882,-098.31476003,40.95512735,-098.31493194,46.02,17
KGRI,40.97839258,-098.31177071,40.96548942,-098.29491811,29.87,13
NA81,47.62859894,-097.09052168,47.62802550,-097.08242610,6.10,09
CA40,36.51789479,-119.67128205,36.52478353,-119.66898519,45.72,36
KCWA,44.77987800,-089.67553600,44.78446100,-089.64680600,45.72,08
KCWA,44.78104700,-089.67554200,44.76348600,-089.67121400,45.72,17
KENL,38.52173300,-089.09160000,38.50800300,-089.09179700,22.86,18
KENL,38.51520800,-089.09604200,38.51565600,-089.08452200,18.29,09
N16,40.80899822,-077.66152266,40.81446400,-077.65291624,68.58,06
C22,34.15983100,-085.64074700,34.15991400,-085.62950600,24.38,09
VA16,38.87746636,-077.48730912,38.88109140,-077.48155866,30.48,06
VA16,38.88045131,-077.48565348,38.87810645,-077.48321430,30.48,15
SNCW,-02.37647200,-044.40758300,-02.36950000,-044.38525000,45.11,09
SDOI,-23.30060630,-047.69408476,-23.29550482,-047.68980411,29.87,06
YCNY,-18.75371232,138.70491120,-18.76605900,138.71526300,29.87,14
LDOC,45.54390600,018.62471400,45.54152200,018.63953900,29.87,10
LDOC,45.54324200,018.62603100,45.54104700,018.63980800,45.11,10R
WRSC,-07.19544338,111.54390261,-07.19443262,111.55185539,29.87,08
SWCZ,-15.34119790,-049.60831521,-15.34769070,-049.60056999,15.85,15
04D,42.00799068,-078.26118420,42.00880708,-078.25495304,25.91,09
SANW,-29.87088543,-061.83781648,-29.86244817,-061.82774132,19.20,05
SANW,-29.86947755,-061.83370831,-29.86385605,-061.83184949,9.14,02
YCES,-38.14962202,144.26158532,-38.14244312,144.26290906,82.91,18
EBCF,50.15505423,004.38201746,50.15185980,004.39208700,20.12,12L
EBCF,50.15430376,004.38142159,50.15144849,004.39042218,29.87,12R
LJCE,45.89980746,015.51460800,45.90011154,015.54575500,45.11,09
LJCE,45.90073847,015.51826276,45.90100223,015.54429672,54.86,09L
SCFA,-23.45613100,-070.44662800,-23.43282200,-070.44357200,49.99,01
YCVS,-30.48919358,115.08703420,-30.48115297,115.08391228,17.98,16
LIPC,44.23036100,012.29012500,44.21822600,012.32434200,45.11,12
SPEQ,-17.18226100,-070.93851900,-17.17565800,-070.92308300,29.87,06
LKCE,50.71147764,014.56286039,50.70740779,014.57045367,39.93,13
LKCS,48.94634246,014.41040525,48.94635952,014.44451993,45.11,09
KCEA,37.65390800,-097.25058600,37.64327200,-097.25059700,11.89,17
YCNK,-32.78973225,151.33925970,-32.77994655,151.34099928,17.98,17
EPCE,54.41336400,017.74455600,54.41870800,017.78201700,51.82,07
VTSN,08.48149200,099.95435600,08.46075800,099.95685800,45.11,18
VECA,27.45422500,095.10706100,27.47023600,095.12823900,45.11,05
SA3T,-34.60659964,-060.41325307,-34.60784481,-060.40619138,29.87,10
SA3T,-34.61163578,-060.41050045,-34.60280867,-060.40894399,32.00,01
SCAR,-18.35782800,-070.34214700,-18.33923300,-070.33533600,45.11,02
SIYI,-06.64113954,-048.67611968,-06.64108268,-048.66888032,17.98,11
SDWV,-02.57192966,-051.95796619,-02.57362590,-051.94925603,17.98,12
SWLY,-20.88773725,-051.36610441,-20.88059609,-051.35722893,17.98,07
SNYP,-01.31702519,-048.30314397,-01.31853036,-048.29463381,17.98,12
SWCL,-09.54702430,-057.41919084,-09.54630904,-057.41247582,20.12,10
SWXJ,-15.54040105,-055.98620749,-15.54348783,-055.98157030,17.98,14
SDXE,-21.26842200,-048.35907500,-21.26118300,-048.35308100,14.94,05
SWKP,-15.23869670,-059.28785087,-15.24630330,-059.28270469,24.99,16
MRCH,09.98216900,-084.77953300,09.98064700,-084.76593900,15.24,09
SPPY,-06.19584200,-077.86270800,-06.20776900,-077.84941700,29.87,13
SA3U,-37.34369442,-065.64736707,-37.33575002,-065.64596626,22.86,01
SEAM,-01.22059700,-078.57628300,-01.20353600,-078.57298900,24.99,01
3TA9,28.71227687,-100.00898098,28.70490145,-100.00558348,9.14,15
KCDR,42.83298364,-103.10034772,42.84645936,-103.08747941,29.87,02
KCDR,42.83808007,-103.10417666,42.83115243,-103.09073497,22.86,11
OR27,45.63457857,-123.17029262,45.63175753,-123.16548462,15.24,11
AR97,35.22350203,-092.49625390,35.21666129,-092.49683944,18.29,18
SNBA,-20.58986005,-048.60325298,-20.58125107,-048.58841367,29.87,08
SBBT,-20.58802800,-048.60197500,-20.58106900,-048.58620000,29.87,08
KCCA,35.29931101,-094.32044994,35.30087287,-094.31330784,36.58,07
KCCA,35.29829441,-094.31842109,35.30188947,-094.31533669,36.58,03
OIZC,25.44566400,060.36520800,25.44511400,060.40312500,45.72,09L
OIZC,25.44152800,060.36515000,25.44108900,060.39497500,45.72,09R
5C7,42.04727415,-091.71703977,42.05549807,-091.71665301,30.48,36
61I,41.66498915,-086.35622018,41.66010417,-086.35213428,38.10,15
61I,41.66145649,-086.35651252,41.66363683,-086.35184194,33.53,06
61I,41.66248300,-086.35661738,41.66261032,-086.35173708,25.91,09
SCTN,-42.92895261,-072.70609973,-42.93666139,-072.69212652,19.81,13
VTUC,15.76725437,101.94430058,15.77351895,101.95558932,46.02,6
SA3V,-30.75024988,-058.00000000,-30.75697234,-058.00000000,49.99,18
SA3W,-30.54607966,-058.29574733,-30.53892034,-058.29314155,29.87,02
OPRN,33.62377800,073.08317200,33.60975800,073.11445300,45.72,12
LFIH,45.26995339,000.02261838,45.26687861,000.01280562,60.05,25
X25,27.95372458,-081.60000176,27.94687652,-081.59959548,18.29,18
NC77,35.45200634,-080.57601788,35.45938420,-080.57522546,30.48,01
EGLJ,51.68208600,-001.07738900,51.67002386,-001.07653566,46.02,18
EGLJ,51.67535600,-001.09158600,51.68171900,-001.07609200,46.02,06
EGLJ,51.67903600,-001.09602500,51.66998600,-001.07447500,46.02,13
PACI,66.64176900,-143.75100000,66.64827500,-143.72886100,27.43,03
YCGR,-29.86612967,133.57034328,-29.87815015,133.57706640,35.05,15
LFLE,45.56423000,005.97194100,45.55701800,005.97939900,20.12,15
KLLJ,44.52916700,-114.21722200,44.51666700,-114.21777800,18.29,16
EGKE,51.20620293,000.82559983,51.21159654,000.82946474,39.93,2
LFLH,46.83249200,004.81612500,46.81974700,004.81916400,29.87,17
53CA,36.46642304,-121.23817644,36.46684140,-121.23223024,12.19,07
LFQK,48.90738883,004.36016192,48.90300317,004.35513408,20.12,22
LFQK,48.90326740,004.35885502,48.90300660,004.35922498,29.87,14
LFOK,48.77958600,004.15840800,48.77282800,004.20992500,45.11,10
NM16,36.86234675,-106.57559604,36.87101157,-106.55891842,30.48,05
WY66,42.75483300,-105.62450597,42.75312300,-105.61990200,22.86,08
9V9,43.77028600,-099.32641400,43.76112500,-099.31616100,22.86,13
9V9,43.77130000,-099.32065600,43.76199400,-099.32215600,45.72,18
